;;;; ;;;;;;;;;;;;;;;;; ONCOPROD RS ; ONCOPROD SP ; ONCOPROD PE ; NORPROD CE ; HOSPLOG DF ;;;; ONCOPROD ES ;;;; Preço Fabrica ;;;;; PMC ;;;;;
1691;01/10/2019;FÁBRICA;FÁBRICA;PLATAMINE CS 150MG  FR.AMP.15ML;CARBOPLATINA ;PFIZER/WYETH;3004.90.99;POSITIVA;SIMILAR;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;NÃO;NACIONAL;SP;;7,89127E+12;INFO PENDENTE;INFO PENDENTE;172,48;172,48;172,48;172,48;172,48;195,2898551;172,48;172,48;172,48;172,48;172,48;172,48;172,487;207,82;209,08;210,35;215,61;0;0;0;0;0;Específico em neoplasias malignas, tratamento de estados avançados do carcinoma de ovário de origem epitelial
1690;01/10/2019;0,02;FÁBRICA;PLATAMINE CS 450MG  FR.AMP.45ML;CARBOPLATINA ;PFIZER/WYETH;3004.90.99;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;SIM;IMPORTADO;SP;;7,89127E+12;INFO PENDENTE;INFO PENDENTE;519,69;519,69;519,69;519,69;519,69;630,4469138;519,69;519,69;519,69;519,69;519,69;519,69;519,6996;626,14;629,94;633,78;649,62;0;0;0;0;0;Específico em neoplasias malignas, tratamento de estados avançados do carcinoma de ovário de origem epitelial
1703;01/10/2019;FÁBRICA;FÁBRICA;PLATAMINE CS 50MG  FR.AMP.5ML;CARBOPLATINA ;PFIZER/WYETH;3004.90.99;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;SIM;IMPORTADO;SP;;7,89127E+12;INFO PENDENTE;INFO PENDENTE;85,35;85,35;85,35;85,35;85,35;103,5398874;85,35;85,35;85,35;85,35;85,35;85,35;85,3538;102,84;103,46;104,09;106,69;0;0;0;0;0;Específico em neoplasias malignas, tratamento de estados avançados do carcinoma de ovário de origem epitelial
110679;01/10/2019;TABELA;TABELA;POEMMY 5 MG/ML 2 SER PREENC;FULVESTRANTO ;LIBBS;3004.39.36;POSITIVA;SIMILAR;REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;NÃO;NACIONAL;SP;;7,89609E+12;3;0,0323;1918,08;1918,08;1918,08;1918,08;1918,08;1918,08;1918,08;1918,08;1918,08;1918,08;1918,08;1918,08;5878,5226;7082,56;7125,48;7168,93;7348,15;0;0;0;0;0;Câncer de mama, pós-menopausa, previamente tratadas com um antiestrógeno
110205;01/10/2019;FÁBRICA;FÁBRICA;PRAXBIND 50 MG/ML SOL INJ CT 2 FA VD TRANS X 50 ML;IDARUCIZUMABE;BOEHRINGER;3002.15.90;NEGATIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;;7,89603E+12;3;0,0323;10316,4;0;10316,4;0;10178,2;10178,2;10253,87636;10316,4;10178,2;10178,2;10316,4;10604,39;8459,448;10178,2;10246,84;10316,4;10604,39;0;0;0;0;0;Efeitos anticoagulantes, é para ser usado apenas em cirurgias em casos de sangramento não controlado 
4094;01/10/2019;0,03;0,05;PROGRAF 1MG CX C/ 100 CAP DURA (ASTELLAS);TACROLIMO ;ASTELLAS;3004.90.78;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;PODEMOS ATENDER AS REGIÕES: SUDESTE SP, RJ e ES / CENTO OESTE DF, GO, MT e MS / NORTE AC, AM, AP, RO, RR, PA e TO;7,89934E+12;3;0,0323;207,7545571;0;210,6385491;0;207,8300351;207,8300351;209,2248675;210,6385491;204,870818;206,3465689;208,7787538;213,8192838;809,2006;973,14;979,94;986,83;1015,4;1078,1032;1297,12;1306,791758;1314,76;1351,53;Transplante de rim ou fígado, a fim de evitar que o seu organismo rejeite o órgão transplantado
4095;01/10/2019;0,03;0,05;PROGRAF 5MG CX C/ 50 CAP DURA (ASTELLAS);TACROLIMO ;ASTELLAS;3004.90.78;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;PODEMOS ATENDER AS REGIÕES: SUDESTE SP, RJ e ES / CENTO OESTE DF, GO, MT e MS / NORTE AC, AM, AP, RO, RR, PA e TO;7,89934E+12;3;0,0323;519,3872914;0;526,5985775;0;519,5772632;519,5772632;523,0643589;526,5985775;512,1790539;515,8684456;521,9489317;534,5503062;2023,0056;2432,86;2449,85;2467,08;2538,51;2695,2662;3242,82;3266,989333;3286,91;3378,84;Transplante de rim ou fígado, a fim de evitar que o seu organismo rejeite o órgão transplantado
4093;01/10/2019;0,03;0,05;PROGRAF 5MG/ML SOL INJ C/ 10 AMP VD X 1ML (ASTELLAS);TACROLIMO ;ASTELLAS;3004.90.78;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;PODEMOS ATENDER AS REGIÕES: SUDESTE SP, RJ e ES / CENTO OESTE DF, GO, MT e MS / NORTE AC, AM, AP, RO, RR, PA e TO;7,89934E+12;3;0,0323;4084,655969;0;4141,35889;0;4086,140772;4086,140772;4113,564535;4141,35889;4027,959234;4056,973929;4104,793047;4203,894762;3977,4182;4783,22;4816,63;4850,51;4990,94;5299,1434;6375,67;6423,204121;6462,37;6643,11;Transplante de rim ou fígado, a fim de evitar que o seu organismo rejeite o órgão transplantado
4096;01/10/2019;0,03;0,05;PROGRAF XL 1MG CX C/ 50 CAP DURA LIB PROL (ASTELLAS);TACROLIMO ;ASTELLAS;3004.90.78;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;PODEMOS ATENDER AS REGIÕES: SUDESTE SP, RJ e ES / CENTO OESTE DF, GO, MT e MS / NORTE AC, AM, AP, RO, RR, PA e TO;7,89934E+12;3;0,0323;103,8803594;0;105,3236131;0;103,9192982;103,9192982;104,6167432;105,3236131;102,4396094;103,1775151;104,3936574;106,9140258;404,6126;486,59;489,98;493,43;507,72;539,068;648,59;653,4157576;657,4;675,79;Transplante de rim ou fígado, a fim de evitar que o seu organismo rejeite o órgão transplantado
4097;01/10/2019;0,03;0,05;PROGRAF XL 5MG CX C/ 50 CAP DURA LIB PROL (ASTELLAS);TACROLIMO ;ASTELLAS;3004.90.78;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;PODEMOS ATENDER AS REGIÕES: SUDESTE SP, RJ e ES / CENTO OESTE DF, GO, MT e MS / NORTE AC, AM, AP, RO, RR, PA e TO;7,89934E+12;3;0,0323;519,3872914;0;526,5985775;0;519,5772632;519,5772632;523,0643589;526,5985775;512,1790539;515,8684456;521,9489317;534,5503062;2023,0056;2432,86;2449,85;2467,08;2538,51;2695,2662;3242,82;3266,989333;3286,91;3378,84;Transplante de rim ou fígado, a fim de evitar que o seu organismo rejeite o órgão transplantado
4494;01/10/2019;0,03;0,07;PROLIA 60 MG CX C/ 1 SP C/ 1 ML;DENOSUMABE ;AMGEM/BERGAMO;3004.90.99;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;;7,89861E+12;3;0,0323;697,31;697,31;688,26;0;679,97;679,97;684,09;688,26;683,43;683,43;690,79;706;602,91;726,4;730,8;735,26;753,64;833,4808;1004,19;1010,279758;1016,44;1041,86;Osteoporose em homens e mulheres na fase de pós-menopausa, Perda óssea em caso de câncer de próstata ou de mama
1109;01/10/2019;0,02;0,04;PROLOPA 200/50 MG CX C/ 30 COMPR.;LEVODOPA+BENSERAZIDA ;ROCHE;3004.90.49;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;GO;;7,89623E+12;3;0,0323;65,81847053;0;65,81580285;0;65,02284137;65,02284137;65,41691919;65,81580285;65,02281124;65,35414891;66,05809278;67,51247615;56,3176;67,85;68,26;68,68;70,4;77,859;93,8;94,37454545;94,95;97,32;Tratamento de pacientes com doença de Parkinson
1388;02/12/2019;0,02;0,05;PROSTAVASIN 20 MCG PO 10 AMP ;ALPROSTADIL;ACHE/BIOSINTETICA;3004.39.99;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;Margem Re : 02/12/2019;7,89618E+12;3;0,0323;724,36;724,33;735,77;0;725,96;725,96;725,96;735,77;720,77;720,77;729,27;746,88;613,319;738,94;743,42;747,95;766,65;0;0;0;0;0;Indicado para o tratamento de doença arterial crônica
3021;01/10/2019;0,03;0,04;PULMICORT SUSP. P/ NEB. 0,25MGX2ML  C/5 FR;BUDESONIDA ;ASTRAZENECA;3004.90.79;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;NO MOMENTO PODEMOS ATENDER BRASIL;7,89621E+12;3;0,0323;28,78;28,78;29,24;0;28,85;28,85;29,04;29,24;28,64;28,64;28,98;29,68;25,174;30,33;30,51;30,7;31,47;34,809;41,93;42,19272727;42,45;43,51;Indicado para pacientes com asma brônquica que precisam de tratamento de manutenção com glicocorticosteroides
3022;01/10/2019;0,03;0,04;PULMICORT SUSP. P/ NEB. 0,25MGX2ML C/20 FR;BUDESONIDA ;ASTRAZENECA;3004.90.99;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;NO MOMENTO PODEMOS ATENDER BRASIL;7,89621E+12;3;0,0323;115,3;122,98;122,98;0;115,55;115,55;116,33;117,12;114,73;114,73;116,08;118,88;100,8436;121,5;122,23;122,98;126,05;139,4164;167,97;168,9895758;170,02;174,27;Indicado para pacientes com asma brônquica que precisam de tratamento de manutenção com glicocorticosteroides
3023;01/10/2019;0,03;0,04;PULMICORT SUSP. P/ NEB. 0,50MG X2ML C/20 FR;BUDESONIDA ;ASTRAZENECA;3004.90.99;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;NO MOMENTO PODEMOS ATENDER BRASIL;7,89621E+12;3;0,0323;144,13;144,12;146,4;;144,45;144,45;145,42;146,4;143,42;143,42;145,11;148,61;126,0586;151,88;152,8;153,73;157,57;174,2664;209,97;211,232;212,52;217,83;Indicado para pacientes com asma brônquica que precisam de tratamento de manutenção com glicocorticosteroides
3051;01/10/2019;0,03;0,04;PULMICORT SUSP. P/ NEB. 0,50MGX2ML  C/5;BUDESONIDA ;ASTRAZENECA;3004.90.99;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;NO MOMENTO PODEMOS ATENDER BRASIL;7,89621E+12;3;0,0323;35,95;35,95;36,52;;36,04;36,04;36,28;36,52;35,78;35,78;36,2;37,07;31,447;37,89;38,12;38,35;39,31;43,4764;52,38;52,69866667;53,02;54,34;Indicado para pacientes com asma brônquica que precisam de tratamento de manutenção com glicocorticosteroides
1496;23/12/2019;0,02;0,04;PULMOZYME 1MG ML INAL 6AMP2,5ML;ALFADORNASE;ROCHE;3004.90.13;POSITIVA;OUTROS;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;GO;;7,89623E+12;2;0,0422;1122,69;1122,69;1122,74;0;1109,21;1109,21;1115,93;1122,74;1114,86;1114,86;1126,87;1151,68;950,32;1144,97;1151,91;1158,93;1187,9;0;0;0;0;0;Portadores de fibrose cística (FC) com capacidade vital forçada (CVF) acima de 40% do previsto
585;01/10/2019;0,04;FÁBRICA;PUREGON PEN 300 UI CX C/ 1 CARPULE C/ 0,480 ML + 6 AGUL.;DELTAFOLITROPINA ;MSD/SCHERING;3004.39.99;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;GO;PRODUTO EM FALTA JUNHO/2016;7,89757E+12;3;0,0323;835,954558;0;835,954558;0;825,88;825,88;830,8881667;835,954558;825,88;825,88;835,954558;856,85;685,479;825,88;830,88;835,95;856,85;947,6412;1141,73;1148,656;1155,66;1184,54;Tratar a infertilidade: mulheres que não estão ovulando, que se submeterem às técnicas de reprodução assistida e homens que não são férteis
28;01/10/2019;0,02;0,05;PURINETHOL 50 MG C/25 COMPRIMIDOS;MERCAPTOPURINA ;ASPEN PHARMA;3004.90.63;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;CONVENIO 118;SIM;IMPORTADO;ES;;7,89586E+12;1;0,0521;76,48;76,48;76,48;76,48;76,48;87,91;76,48;76,48;76,48;76,48;76,48;76,48;79,8434;96,2;96,78;97,37;99,8;110,38;110,38;110,38;110,38;110,38;Indicado para o tratamento de leucemia aguda e leucemia granulocítica crônica em adultos e crianças
1867;01/10/2019;0,03;0,05;QUESTRAN LIGHT 854,4MG/G PO OR C/ 50 ENV X 4,68G;COLESTIRAMINA ;BRISTOL;3004.90.99;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;ATENDER TODO O BRASIL;7,89602E+12;3;0,0323;286,7807445;0;291,299431;0;287,4154386;287,4154386;289,3444013;291,299431;283,3229677;285,3638348;288,7273878;295,6981118;243,622;293,52;295,29;297,1;304,52;336,7904;405,77;408,2307879;410,72;420,98;Indicado para redução dos níveis séricos de colesterol no sangue
3030;01/10/2019;0,02;FÁBRICA;RAPAMUNE 1 MG C/60 DRG;SIROLIMO ;PFIZER/WYETH;3004.90.78;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;;7,89105E+12;3;0,0323;1924,88;0;1924,88;0;1901,69;1901,69;1913,214061;1924,88;1901,69;1901,69;1924,88;1973;1578,4016;1901,69;1913,21;1924,88;1973;2182,0446;2628,97;2644,902545;2661,03;2727,56;Rapamune é indicado para prevenção da rejeição de órgãos em pacientes transplantados renais
3044;01/10/2019;0,02;FÁBRICA;RAPAMUNE 1MG FR C/60ML;SIROLIMO ;PFIZER/WYETH;3004.90.79;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;;7,89105E+12;3;0,0323;1844,99;0;1844,99;0;1822,76;1822,76;1833,808242;1844,99;1822,76;1822,76;1844,99;1891,11;0;0;0;0;0;2091,4838;2519,86;2535,131879;2550,59;2614,35;Rapamune é indicado para prevenção da rejeição de órgãos em pacientes transplantados renais
3009;01/10/2019;0,02;FÁBRICA;RAPAMUNE 2MG C/30 DRAGEAS;SIROLIMO ;PFIZER/WYETH;3004.90.78;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;;7,89105E+12;3;0,0323;1924,88;0;1924,88;0;1901,69;1901,69;1913,214061;1924,88;1901,69;1901,69;1924,88;1973;1578,4016;1901,69;1913,21;1924,88;1973;2182,0446;2628,97;2644,902545;2661,03;2727,56;Rapamune é indicado para prevenção da rejeição de órgãos em pacientes transplantados renais
1627;01/10/2019;0,02;0,05;RAPIFEN 544MCG ML INJ5AMP 5ML A1;ALFENTANILAMONO, CLORIDRATO DE ;JANSSEN;3004.90.69;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;SP;PODE ATENDER TODO BRASIL;7,89621E+12;INFO PENDENTE;INFO PENDENTE;73,45712452;0;74,61550498;0;73,62063158;73,62063158;74,11472978;74,61550498;72,5723475;73,09510963;73,95667386;75,74220438;143,0572;172,36;173,4;174,46;178,82;0;0;0;0;0;Indicado como analgésico para uso em anestesia geral
1106;01/10/2019;0,05;FÁBRICA;REBETOL 200 MG CX C/ 140 CAPS. (C1);RIBAVIRINA ;MSD/SCHERING;3004.90.79;POSITIVA;SIMILAR;NÃO REFRIGERADO;CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;GO;;7,89757E+12;INFO PENDENTE;INFO PENDENTE;106,145342;0;106,145342;0;104,87;104,87;105,5020369;106,145342;104,87;104,87;106,145342;108,8;87,043;104,87;105,51;106,15;108,8;120,3268;144,98;145,8506667;146,74;150,41;Tratamento da hepatite C crônica para pacientes com ou sem HIV
379;01/10/2019;0,03;FÁBRICA;REBIF  22 MCG  CX. C/ 12 SER. PREENCH. C/ 0,5 ML.;BETAINTERFERONA ;MERCK S/A;3002.10.36;POSITIVA;SIMILAR;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;RJ;VENDA CASADA, LABORATÓRIO TEM POUCA DISPONIBILIDADE, SEMPE CONSULTAR ANTES DE COTAR;7,89172E+12;INFO PENDENTE;INFO PENDENTE;9357,87;0;9357,87;0;9245,13;9245,13;9301,155636;9357,87;9245,13;9245,13;9357,87;9591,82;7673,4534;9245,13;9301,15;9357,87;9357,87;10608,1022;12780,85;12858,3057;12936,71;13260,13;Esclerose múltipla
380;01/10/2019;0,03;FÁBRICA;REBIF  44 MCG  CX. C/ 12 SER. PREENCH. C/ 0,5 ML.;BETAINTERFERONA ;MERCK S/A;3002.10.36;POSITIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;RJ;VENDA CASADA, LABORATÓRIO TEM POUCA DISPONIBILIDADE, SEMPE CONSULTAR ANTES DE COTAR;7,89172E+12;2;0,0422;10646,18;0;10646,18;0;10517,91;10517,91;10581,6577;10646,18;10517,91;10517,91;10646,18;10912,33;0;0;0;0;0;12068,5304;14540,39;14628,5217;14717,72;15085,66;Esclerose múltipla
110032;01/10/2019;0,02;FÁBRICA;REKOVELLE 12MCG CANETA PREENCH+3;DELTAFOLITROPINA ;FERRING;3004.39.29;NEGATIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;;7,89617E+12;3;0,0323;414,93;0;414,93;0;409,17;409,17;412,4152727;414,93;409,17;409,17;414,93;426,94;340,2426;409,17;412,03;414,93;426,94;453,3042;545,39;549,4596364;552,81;568,27;Desenvolvimento de vários folículos na estimulação ovariana, sob tratamento de reprodução assistida
110031;01/10/2019;0,02;FÁBRICA;REKOVELLE 36MCG CANETA PREENCH+6;DELTAFOLITROPINA ;FERRING;3004.39.29;NEGATIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;;7,89617E+12;3;0,0323;1244,8;0;1244,8;0;1227,53;1227,53;1237,255758;1244,8;1227,53;1227,53;1244,8;1280,84;1020,736;1227,53;1236,11;1244,8;1280,84;1359,9372;1636,2;1648,408727;1658,46;1704,84;Desenvolvimento de vários folículos na estimulação ovariana, sob tratamento de reprodução assistida
110030;01/10/2019;0,02;0,05;REKOVELLE 72MCG CANETA PREENCH+6;DELTAFOLITROPINA ;FERRING;3004.39.29;NEGATIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;;7,89617E+12;3;0,0323;2262,250193;0;2313,21394;0;2282,371088;2282,371088;2297,689014;2313,21394;2222,47585;2238,485064;2264,869848;2319,550433;2041,4802;2455,07;2472,22;2489,61;2561,69;2719,8744;3272,42;3296,817455;3316,92;3409,68;Desenvolvimento de vários folículos na estimulação ovariana, sob tratamento de reprodução assistida
103811;26/12/2019;PRODUTO NOVO ;PRODUTO NOVO ;RELVAR ELLIPTA 100+25MCG 30 DOSE;FLUTICASONA + VILANTEROL;GLAXO;3004.32.90;NEGATIVA ;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;;7,89602E+12;INFO PENDENTE;INFO PENDENTE;0;0;0;0;0;0;0;0;0;0;0;0;92,2336;110,92;111,69;112,48;115,74;0;0;0;0;0;Tratamento regular da doença pulmonar obstrutiva crônica (DPOC) em adultos e da asma em adultos e adolescentes a partir de 12 anos de idade
1419;01/10/2019;0,02;0,05;REMICADE 10MG ML 1AMP 10ML;INFLIXIMABE ;JANSSEN;3002.15.90;POSITIVA;SIMILAR;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP; ** PROD ESTRATÉGICO  ** PODEMOS ATENDER INTERIOR DE SP, NORTE E NORDESTE *** VER SE É OL DA ONCOPROD NA PLANILHA ** ATENÇÃO  ***OUTRO DISTRIBUIDOR NÃO VENDER ***;7,89621E+12;3;0,0323;3537,7595;0;3516;0;3473,638554;3473,638554;3494,690909;3516;3671,004392;3491,339234;3528,945214;3606,641058;3289,3152;3963,03;3987,05;4011,36;4111,64;4547,2854;5478,66;5511,861091;5545,47;5684,11;Doença de Crohn, com colite ou retocolite ulcerativa, Crohn fistulizante, artrite reumatoide, espondilite anquilosante, artrite psoriásica e psoríase em placa
3028;01/10/2019;FÁBRICA;FÁBRICA;RENAGEL 800MG C/180 CP;SEVELAMER, CLORIDRATO DE ;SANOFI/GENZYME;3004.90.39;POSITIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;PODEMOS VENDER BRASIL - NÃO PRECISA PEDIR AUTORIZAÇÃO PARA COTAR/ NÃO VENDER PARA DROGARIAS E FARMACIAS;7,89833E+12;3;0,0323;972,1;0;972,1;0;960,39;960,39;966,2084848;972,1;960,39;960,39;972,1;996,4;797,122;960,39;966,21;972,1;996,4;1101,9734;1327,68;1335,725333;1343,87;1377,46;Controle do fósforo no sangue de pacientes com doença renal crônica sob diálise
4452;01/10/2019;0,03;0,06;REPATHA 140MG/ML SOL INJ C/ 1SER PREENC X 1ML + CAN APLIC;EVOLOCUMABE ;AMGEM/BERGAMO;3002.10.39;NEGATIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;;7,89861E+12;3;0,0323;1127,637309;0;1126,114037;0;1112,546398;1112,546398;1119,289104;1126,114037;1113,59;1048,29727;1116,045908;1140,617593;926,0014;1113,6;1121,38;1129,27;1161,96;1233,7146;1484,34;1495,411636;1504,53;1546,61;Redução do colesterol
4453;01/10/2019;0,03;0,06;REPATHA 140MG/ML SOL INJ C/ 2SER PREENC X 1ML + CAN APLIC;EVOLOCUMABE ;AMGEM/BERGAMO;3002.10.39;NEGATIVA;OUTROS;REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;NÃO;NACIONAL;SP;;7,89861E+12;3;0,0323;2272,81;2241,07;2252,32;;2225,19;2225,19;2238,67;2252,32;2208,4;2208,4;2232,19;2281,33;1851,9946;2227,2;2242,75;2258,53;2323,92;2467,421;2968,67;2990,813333;3009,05;3093,21;Redução do colesterol
4476;16/01/2020;0,04;PF;RESTIVA 10MG ADE 2 SACH A1 C1;BUPRENORFINA ;MUNDIPHARMA;3004.40.90;NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;GO;;7,89859E+12;1;0,0521;102,21;102,21;102,21;;100,79;100,79;101,5;102,21;100,79;100,79;102,21;105,17;83,8122;100,79;101,5;102,21;105,17;111,67;134,35;135,26;136,18;139,98;Tratamento de dor moderada à forte intensidade
110186;01/10/2019;0,03;0,06;REVLIMID 10 MG CAP CT BL AL PLAS TRANS X 21;LENALIDOMIDA ;CELGENE;3004.90.69.LN;NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;SP;SÓ LIBERAR VENDA PELO FIDELIZER;7,89896E+12;3;0,0323;17158,18059;0;17465,33;0;17223,06;17223,06;17359,47952;17465,33;16856,54698;16977,97015;17178,08766;17592,81697;13937,58;17223,05;17343,33;17465,33;17970,99;18288,8454;22004,25;22168,29745;22303,47;22927,24;Mieloma múltiplo, Síndrome mielodisplásica
110899;16/10/2019;0,02;0,06;REVLIMID 10MG C 28 CAPS C3;LENALIDOMIDA ;CELGENE;30049069;NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;SP;SÓ LIBERAR VENDA PELO FIDELIZER;7,89896E+12;3;0,0323;22320,63;0;22320,63;0;22011;0;22164,72;22320,63;0;22011;22320,63;22966,86;17812,18;22011;22164,72;22320,63;22966,86;0;22011;22164,72;22320,63;22966,86;Mieloma múltiplo, Síndrome mielodisplásica
110185;01/10/2019;0,03;0,06;REVLIMID 15 MG CAP CT BL AL PLAS TRANS X 21;LENALIDOMIDA ;CELGENE;3004.90.69.LN;NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;SP;SÓ LIBERAR VENDA PELO FIDELIZER;7,89896E+12;3;0,0323;18098,37013;0;18422,35;0;18166,8;18166,8;18310,69939;18422,35;17780,2038;17908,28037;18119,36336;18556,81781;14701,29;18166,8;18293,67;18422,35;18955,71;19290,9838;23209,98;23383,01067;23525,59;24183,54;Mieloma múltiplo, Síndrome mielodisplásica
110187;01/10/2019;0,03;0,05;REVLIMID 25 MG CAP CT BL AL PLAS TRANS X 21;LENALIDOMIDA ;CELGENE;3004.90.69.LN;NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;SP;SÓ LIBERAR VENDA PELO FIDELIZER;7,89896E+12;3;0,0323;19698,72003;0;20142,53627;0;19873,96912;19873,96912;20007,35147;20142,53627;19352,4256;19491,82739;19721,57547;20197,71201;16171,48;19983,55;20123,11;20264,66;20851,36;21220,165;25531,08;25721,41212;25878,25;26601,99;Mieloma múltiplo, Síndrome mielodisplásica
110183;01/10/2019;0,03;0,06;REVLIMID 5 MG CAP CT BL AL PLAS TRANS X 21;LENALIDOMIDA ;CELGENE;3004.90.69.LN;NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;CONTROLADO;SIM;TRIBUTADO;SIM;IMPORTADO;SP;SÓ LIBERAR VENDA PELO FIDELIZER;7,89896E+12;3;0,0323;16364,84211;0;16657,79;0;16426,71;16426,71;16556,8337;16657,79;16077,1435;16192,95238;16383,81697;16779,37025;13293,15;16426,71;16541,44;16657,79;17140,07;17443,2204;20986,83;21143,29745;21272,22;21867,15;Mieloma múltiplo, Síndrome mielodisplásica
940;01/10/2019;0,02;0,05;REVOLADE 25 MG C/ 14 COMPR. REV.;ELTROMBOPAGUE OLAMINA ;NOVARTIS;3004.39.99;NEGATIVA;REFERÊNCIA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;TRIBUTADO;SIM;IMPORTADO;SP;;7,89626E+12;3;0,0323;1925,16;1917,86;1968,5;0;1942,26;1942,26;1955,29;1968,5;1904,91;1904,91;1927,36;1973,9;1589,3732;1911,37;1924,72;1938,26;1994,38;2117,5352;2547,71;2566,709333;2582,36;2654,59;Púrpura trombocitopênica idiopática de origem imune,  Anemia Aplásica Severa
