01085;18/06/2018;4%;7,00%;ONICIT 0,05 MG/ML FR. AMP. C/ 1,5 ML;CLOR. DE PALONOSETRONA;MSD - SCHERING;3004.90.69;NEGATIVA;;;SIM;REGIME NORMAL;SIM;IMPORTADO;;;7897572003569;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 82,19 ; R$ -   ; R$ 82,69 ; R$ 83,05 ; R$ 84,82 ; R$ 83,12 ; R$ 814,00 ; R$ 81,49 ; R$ 81,74 ; R$ 83,25 ; R$ 67,01 ; R$ 82,81 ; R$ 83,38 ; R$ 83,97 ; R$ 86,40 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTIEMÉTICO. Prevenção de náuseas e vômitos agudos associados a ciclos inicial ou tardio.;;
00802;18/06/2018;4%;7,00%;ONICIT 0,25 MG FR.AMP C/5ML;CLOR. DE PALONOSETRONA;MSD - SCHERING;3004.90.69;NEGATIVA;;;SIM;REGIME NORMAL;SIM;IMPORTADO;;;7898926572908;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 250,97 ; R$ -   ; R$ 252,49 ; R$ 253,59 ; R$ 258,98 ; R$ 253,81 ; R$ 247,33 ; R$ 248,83 ; R$ 249,59 ; R$ 254,24 ; R$ 500,91 ; R$ 618,99 ; R$ 623,32 ; R$ 627,70 ; R$ 645,87 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTIEMÉTICO. Prevenção de náuseas e vômitos agudos associados a ciclos inicial ou tardio.;;
00357;03/04/2018;TABELA;7,40%;ONTAX  100 MG FR. AMP C/ 6MG/ML - C/ 16,7 ML.;PACLITAXEL;LIBBS;3004.90.59;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;Sim;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094203037;;; R$ 104,75 ; R$ 104,75 ; R$ 104,75 ; R$ 104,75 ; R$ 104,75 ; R$ 104,75 ; R$ 104,75 ; R$ 104,75 ; R$ 104,75 ; R$ 104,75 ; R$ 104,75 ; R$ 104,75 ; R$ 104,75 ; R$ 104,75 ; R$ 1.962,80 ; R$ 2.364,82 ; R$ 2.379,15 ; R$ 2.393,66 ; R$ 2.453,50 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO - Câncer de mama, ovário, Câncer de Não-pequenas Células do Pulmão, Sarcoma de Kaposi;;
00358;03/04/2018;TABELA;7,40%;ONTAX  150 MG FR. AMP C/ 6MG/ML - C/ 25 ML.;PACLITAXEL;LIBBS;3004.90.59;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;Sim;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094203020;;; R$ 155,72 ; R$ 155,72 ; R$ 155,72 ; R$ 155,72 ; R$ 155,72 ; R$ 155,72 ; R$ 155,72 ; R$ 155,72 ; R$ 155,72 ; R$ 155,72 ; R$ 155,72 ; R$ 155,72 ; R$ 155,72 ; R$ 155,72 ; R$ 2.871,86 ; R$ 3.460,07 ; R$ 3.481,04 ; R$ 3.502,27 ; R$ 3.589,83 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO - Câncer de mama, ovário, Câncer de Não-pequenas Células do Pulmão, Sarcoma de Kaposi;;
00356;03/04/2018;TABELA;7,40%;ONTAX  30 MG FR. AMP C/ 6MG/ML - C/ 5 ML.;PACLITAXEL;LIBBS;3004.90.59;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;Sim;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094203013;;; R$ 35,61 ; R$ 35,61 ; R$ 35,61 ; R$ 35,61 ; R$ 35,61 ; R$ 35,61 ; R$ 35,61 ; R$ 35,61 ; R$ 35,61 ; R$ 35,61 ; R$ 35,61 ; R$ 35,61 ; R$ 35,61 ; R$ 35,61 ; R$ 623,56 ; R$ 751,29 ; R$ 755,84 ; R$ 760,45 ; R$ 779,46 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO - Câncer de mama, ovário, Câncer de Não-pequenas Células do Pulmão, Sarcoma de Kaposi;;
04406;03/04/2018;**;**;OPDIVO 100MG SOL INJ C/ 1FA X 10ML;NIVOLUMABE;BRISTOL;3002.10.39;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;SP;ATENDER TODO O BRASIL, NÃO DAR MAIS QUE 4%;7896016808265;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 7.629,74 ; R$ -   ; R$ 7.683,03 ; R$ 7.737,08 ; R$ 7.961,08 ; R$ 7.629,74 ; R$ 7.629,74 ; R$ 7.683,03 ; R$ 7.737,08 ; R$ 7.961,08 ; R$ -   ; R$ 7.947,65 ; R$ 8.003,16 ; R$ 8.059,46 ; R$ 8.292,79 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;É indicado em monoterapia para o tratamento de melanoma, também é indicado para o tratamento de câncer de pulmão de células não pequenas.;;
04405;03/04/2018;**;**;OPDIVO 40MG SOL INJ C/ 1FA X 4ML;NIVOLUMABE;BRISTOL;3002.10.39;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;SP;ATENDER TODO O BRASIL, NÃO DAR MAIS QUE 4%;7896016808272;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 3.051,88 ; R$ -   ; R$ 3.073,21 ; R$ 3.094,83 ; R$ 3.184,43 ; R$ 3.051,88 ; R$ 3.073,21 ; R$ 3.094,83 ; R$ 3.094,83 ; R$ 3.184,43 ; R$ -   ; R$ 3.179,05 ; R$ 3.201,26 ; R$ 3.223,78 ; R$ 3.317,11 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;É indicado em monoterapia para o tratamento de melanoma, também é indicado para o tratamento de câncer de pulmão de células não pequenas.;;
00123;02/05/2018;NÃO DAR MAIS QUE 8% DE DESC.;4% DE DESCONTO NO FAB;ORENCIA 250 MG CX C/ 1 FR. AMP.;ABATACEPTE;BRISTOL;3002.10.39;POSITIVA;REFRIGERADO;NÃO CONTROLADO;SIM;REGIME NORMAL;NÃO;NACIONAL;SP;VERIFICAR LISTAS ANTES DE COTAR/VENDER - 02/05/2018;7896016806469;;; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 1.661,87 ; R$ -   ; R$ 1.671,95 ; R$ 1.682,14 ; R$ 1.724,10 ; R$ 1.661,87 ; R$ 1.661,87 ; R$ 1.671,95 ; R$ 1.682,14 ; R$ 1.724,10 ; R$ 1.436,83 ; R$ 1.731,12 ; R$ 1.741,61 ; R$ 1.752,23 ; R$ 1.796,04 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; ANTICORPO MONOCLONAL -  ANTI-REUMÁTICO - Tratamento Artrite reumatóide ;;
03266;02/05/2018;NÃO DAR MAIS QUE 8% DE DESC.;4% DE DESCONTO NO FAB;ORENCIA SC 125 MG DISP SEG + EXTENSORES DE APOIO;ABATACEPTE;BRISTOL;3002.10.29;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;NÃO;NACIONAL;SP;VERIFICAR LISTAS ANTES DE COTAR/VENDER - 02/05/2018;7896016808197;;; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 5.277,37 ; R$ -   ; R$ 5.309,35 ; R$ 5.341,73 ; R$ 5.475,27 ; R$ 5.277,37 ; R$ 5.277,37 ; R$ 5.309,35 ; R$ 5.341,73 ; R$ 5.475,27 ; R$ 4.562,73 ; R$ 5.497,26 ; R$ 5.530,57 ; R$ 5.564,30 ; R$ 5.703,41 ; R$ 6.307,71 ; R$ 7.599,64 ; R$ 7.645,69 ; R$ 7.692,32 ; R$ 7.884,63 ; ANTICORPO MONOCLONAL -  ANTI-REUMÁTICO - Tratamento Artrite reumatóide ;;
00291;18/06/2018;4%;7,00%;ORGALUTRAN  0,25 MG  X  1 SERINGA / 0,5 ML;GANIRELIX, ACETATO DE;MSD - SCHERING;3004.39.29;POSITIVA;;;NÃO;REGIME NORMAL;SIM;IMPORTADO;;;7897572001336;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 248,92 ; R$ -   ; R$ 250,43 ; R$ 251,52 ; R$ 256,87 ; R$ 253,89 ; R$ 248,34 ; R$ 249,85 ; R$ 250,61 ; R$ 255,67 ; R$ 208,48 ; R$ 251,18 ; R$ 252,70 ; R$ 254,24 ; R$ 260,60 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;HORMONAS DE LIBERTAÇÃO ANTI-GONADOTROFINA Prevenir a luteinização prematura  nas mulheres submetidas a hiperestimulação ovárica controlada, para técnicas de reprodução assistida;;
03179;23/04/2018;4%;10,00%;OVIDREL F-PEN 250 MCG ;ALFACORIOGONADOTROPINA;MERCK S/A;3004.39.12;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;SIM;IMPORTADO;;NÃO PODEMOS VENDER PARA FARMACIA - PARA CLINICAS DE ONCOLOGIA (QUESTIONAR O USO);7891721027963;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 236,22 ; R$ -   ; R$ 237,35 ; R$ 238,48 ; R$ 243,14 ; R$ 240,15 ; R$ 234,90 ; R$ 235,97 ; R$ 237,05 ; R$ 241,46 ; R$ -   ; R$ 308,75 ; R$ 310,63 ; R$ 312,52 ; R$ 320,33 ; R$ 354,28 ; R$ 426,83 ; R$ 429,43 ; R$ 432,04 ; R$ 442,84 ;HORMÔNIO hCG RECOMBINANTE -Utilizado juntamente com outros medicamentos: para ajudar a desenvolver e amadurecer vários folículos  em mulheres submetidas a técnicas de reprodução assistida;;
00360;03/04/2018;TABELA;7,40%;OXALIBBS 100 MG FR. AMP.;OXALIPLATINA;LIBBS;3004.90.99;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;Não;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094207394;3;2,09%; R$ 228,59 ; R$ 228,59 ; R$ 228,59 ; R$ 228,59 ; R$ 228,59 ; R$ 228,59 ; R$ 228,59 ; R$ 228,59 ; R$ 228,59 ; R$ 228,59 ; R$ 228,59 ; R$ 228,59 ; R$ 228,59 ; R$ 228,59 ; R$ 3.227,97 ; R$ 3.889,13 ; R$ 3.912,70 ; R$ 3.936,56 ; R$ 4.034,97 ; R$ 4.462,49 ; R$ 5.376,49 ; R$ 5.409,08 ; R$ 5.442,06 ; R$ 5.578,11 ;ANTINEOPLÁSICO - Câncer colorretal metastático ;;
110141;03/08/2018;4%;21%;OXALIBBS 100MG/20ML INJ 1 FA OR;OXALIPLATINA;LIBBS;3004.90.99;POSITIVA;;NÃO CONTROLADO;SIM;CONVENIO 118;NÃO;NACIONAL;SP;;7896094203242;;; R$ 633,84 ; R$ 633,84 ; R$ 657,71 ; R$ 633,84 ;; R$ 745,70 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 3.652,33 ; R$ 4.400,40 ; R$ 4.427,06 ; R$ 4.454,06 ; R$ 4.565,41 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;;;
00359;03/04/2018;TABELA;7,40%;OXALIBBS 50 MG FR. AMP.;OXALIPLATINA;LIBBS;3004.90.99;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;Sim;CONVENIO 118;NÃO;NACIONAL;SP;SE PRECISAR PODE TIRAR O CENTAVOS;7896094207332;3;2,09%; R$ 111,88 ; R$ 111,88 ; R$ 111,88 ; R$ 111,88 ; R$ 111,88 ; R$ 111,88 ; R$ 111,88 ; R$ 111,88 ; R$ 111,88 ; R$ 111,88 ; R$ 111,88 ; R$ 111,88 ; R$ 111,88 ; R$ 111,88 ; R$ 1.625,43 ; R$ 1.958,36 ; R$ 1.970,23 ; R$ 1.982,24 ; R$ 2.031,80 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO - Câncer colorretal metastático ;;
03794;29/06/2018;4%;6,00%;OXYCONTIN 10MG CX C/ 30 COM REV. LIB. CONTR. (A1);CLORIDRATO DE OXICODONA;MUNDIPHARMA;3004.40.90;POSITIVA;;;NÃO;REGIME NORMAL;SIM;IMPORTADO;;;7892953121047;2;2,47%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 201,64 ; R$ -   ; R$ 202,86 ; R$ 203,74 ; R$ 208,08 ; R$ 205,66 ; R$ 201,05 ; R$ 202,27 ; R$ 202,89 ; R$ 206,66 ; R$ 174,41 ; R$ 210,13 ; R$ 211,40 ; R$ 212,69 ; R$ 218,01 ; R$ 290,49 ; R$ 292,25 ; R$ 292,25 ; R$ 294,03 ; R$ 301,39 ;ANÁLGESICO OPIÓIDE -  Tratamento de dores moderadas a severas;;
03790;29/06/2018;4%;6,00%;OXYCONTIN 20MG CX C/ 30 COM REV. LIB. CONTR. (A1);CLORIDRATO DE OXICODONA;MUNDIPHARMA;3004.40.90;POSITIVA;;;NÃO;REGIME NORMAL;SIM;IMPORTADO;;;7892953121092;2;2,47%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 361,42 ; R$ -   ; R$ 363,61 ; R$ 365,18 ; R$ 372,95 ; R$ 368,62 ; R$ 360,36 ; R$ 362,54 ; R$ 363,65 ; R$ 370,42 ; R$ 312,60 ; R$ 376,63 ; R$ 378,91 ; R$ 381,22 ; R$ 390,75 ; R$ 520,67 ; R$ 523,82 ; R$ 523,82 ; R$ 527,01 ; R$ 540,19 ;ANÁLGESICO OPIÓIDE -  Tratamento de dores moderadas a severas;;
03792;29/06/2018;4%;6,00%;OXYCONTIN 40MG CX C/ 30 COM REV. LIB. CONTR. (A1);CLORIDRATO DE OXICODONA;MUNDIPHARMA;3004.40.90;POSITIVA;;;NÃO;REGIME NORMAL;SIM;IMPORTADO;;;7892953121146;2;2,47%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 614,91 ; R$ -   ; R$ 618,64 ; R$ 621,32 ; R$ 634,54 ; R$ 627,17 ; R$ 613,12 ; R$ 616,84 ; R$ 618,71 ; R$ 630,22 ; R$ 531,85 ; R$ 640,79 ; R$ 644,67 ; R$ 648,60 ; R$ 664,82 ; R$ 885,85 ; R$ 891,22 ; R$ 891,22 ; R$ 896,65 ; R$ 919,07 ;ANÁLGESICO OPIÓIDE -  Tratamento de dores moderadas a severas;;
02128;22/04/2018;4%;5,00%;PEGASYS 180MCG  SER PR 0,5 ML;PEGINTERFERON ALFA 2A;ROCHE;3002.10.36;POSITIVA;REFRIGERADO;NÃO CONTROLADO;SIM;ISENTO;NÃO;NACIONAL;GO;;7896226505138;3;2,09%; R$ 1.627,61 ; R$ 1.627,61 ; R$ 1.627,61 ; R$ 1.627,61 ; R$ 1.627,61 ; R$ 1.627,61 ; R$ 1.627,61 ; R$ 1.627,61 ; R$ 1.627,61 ; R$ 1.627,61 ; R$ 1.627,61 ; R$ 1.627,61 ; R$ 1.627,61 ; R$ 1.627,61 ; R$ 1.644,93 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;IMUNOESTIMULANTE/ INTERFERONA-  Hepatite B crónica, Hepatite C crónica;;
01715;22/04/2018;4%;5,00%;PEGINTRON 100MCG  FR.AMP.;ALFAPEGINTERFERONA 2B;MSD - SCHERING;3004.90.99;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;ISENTO;NÃO;NACIONAL;GO;;7898926572267;3;2,09%; R$ 1.504,74 ; R$ 1.504,74 ; R$ 1.504,74 ; R$ 1.504,74 ; R$ 1.504,74 ; R$ 1.504,74 ; R$ 1.504,74 ; R$ 1.504,74 ; R$ 1.504,74 ; R$ 1.504,74 ; R$ 1.504,74 ; R$ 1.504,74 ; R$ 1.504,74 ; R$ 1.504,74 ; R$ 1.537,10 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 2.124,95 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;"INTERFERONA - Tratamento da hepatite C e B crônica.
";;
01709;22/04/2018;4%;5,00%;PEGINTRON 120MCG FR.AMP.;ALFAPEGINTERFERONA 2B;MSD - SCHERING;3004.90.99;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;ISENTO;NÃO;NACIONAL;GO;;7898926572311;3;2,09%; R$ 1.804,98 ; R$ 1.804,98 ; R$ 1.804,98 ; R$ 1.804,98 ; R$ 1.804,98 ; R$ 1.804,98 ; R$ 1.804,98 ; R$ 1.804,98 ; R$ 1.804,98 ; R$ 1.804,98 ; R$ 1.804,98 ; R$ 1.804,98 ; R$ 1.804,98 ; R$ 1.804,98 ; R$ 1.843,80 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 2.548,95 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;"INTERFERONA - Tratamento da hepatite C e B crônica.
";;
01711;22/04/2018;4%;5,00%;PEGINTRON 80MCG FR.AMP.;ALFAPEGINTERFERONA 2B;MSD - SCHERING;3004.90.99;POSITIVA;REFRIGERADO;NÃO CONTROLADO;NÃO;ISENTO;NÃO;NACIONAL;GO;;7898926572236;3;2,09%; R$ 1.236,28 ; R$ 1.236,28 ; R$ 1.236,28 ; R$ 1.236,28 ; R$ 1.236,28 ; R$ 1.236,28 ; R$ 1.236,28 ; R$ 1.236,28 ; R$ 1.236,28 ; R$ 1.236,28 ; R$ 1.236,28 ; R$ 1.236,28 ; R$ 1.236,28 ; R$ 1.236,28 ; R$ 1.262,87 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;"INTERFERONA - Tratamento da hepatite C e B crônica.
";;
01332;22/04/2018;4%;5,00%;PEGINTRON MELANOMA 200MCG/0,5ML FA;ALFAPEGINTERFERONA 2B;MSD - SCHERING;3004.90.99;POSITIVA;REFRIGERADO;NÃO CONTROLADO;SIM;ISENTO;SIM;IMPORTADO;GO;;7897572004931;1;2,84%; R$ 2.728,79 ; R$ 2.728,79 ; R$ 2.728,79 ; R$ 2.728,79 ; R$ 2.728,79 ; R$ 2.728,79 ; R$ 2.728,79 ; R$ 2.728,79 ; R$ 2.728,79 ; R$ 2.728,79 ; R$ 2.728,79 ; R$ 2.728,79 ; R$ 2.728,79 ; R$ 2.728,79 ; R$ 2.728,79 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 3.772,39 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;"INTERFERONA - Tratamento da hepatite C e B crônica.
";;
01333;22/04/2018;4%;5,00%;PEGINTRON MELANOMA 300MCG/0,5ML FA;ALFAPEGINTERFERONA 2B;MSD - SCHERING;3004.90.99;POSITIVA;REFRIGERADO;NÃO CONTROLADO;SIM;ISENTO;SIM;IMPORTADO;GO;;7897572004948;1;2,84%; R$ 3.662,34 ; R$ 3.662,34 ; R$ 3.662,34 ; R$ 3.662,34 ; R$ 3.662,34 ; R$ 3.662,34 ; R$ 3.662,34 ; R$ 3.662,34 ; R$ 3.662,34 ; R$ 3.662,34 ; R$ 3.662,34 ; R$ 3.662,34 ; R$ 3.662,34 ; R$ 3.662,34 ; R$ 4.093,20 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 5.658,61 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;"INTERFERONA - Tratamento da hepatite C e B crônica.
";;
00929;23/04/2018;4%;Fábrica;PERGOVERIS 150UI/75UI C/1 FR. AMP + 1 DIL. 1ML;ALFAFOLITROPINA+ALFALUTROPINA;MERCK S/A;3004.39.99;NEGATIVA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;SIM;IMPORTADO;;;7891721024030;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 278,45 ; R$ -   ; R$ 280,40 ; R$ 282,37 ; R$ 290,55 ; R$ 278,45 ; R$ 278,45 ; R$ 280,40 ; R$ 282,37 ; R$ 290,55 ; R$ -   ; R$ 278,45 ; R$ 280,40 ; R$ 282,37 ; R$ 290,55 ; R$ 302,29 ; R$ 371,15 ; R$ 373,67 ; R$ 376,20 ; R$ 386,73 ;Fertilização;;
01572;06/06/2018;4%;5,00%;PERJETA 420MG SOL DIL. FA 14ML;PERTUZUMABE;ROCHE;3002.10.38;NEGATIVA;REFRIGERADO;NÃO CONTROLADO;SIM;REGIME NORMAL;NÃO;NACIONAL;;;7896226506401;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 10.455,34 ; R$ -   ; R$ 10.518,71 ; R$ 10.555,87 ; R$ 10.762,85 ; R$ 10.470,87 ; R$ 10.470,87 ; R$ 10.534,33 ; R$ 10.598,57 ; R$ 10.863,53 ; R$ 8.690,82 ; R$ 10.470,87 ; R$ 10.534,33 ; R$ 10.598,57 ; R$ 10.863,53 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO -  Indicado para utilização, em associação com trastuzumab e docetaxel, em doentes adultos com cancro da mama HER2 positivo;;
01691;31/07/2018;Fábrica;Fábrica;PLATAMINE CS 150MG  FR.AMP.15ML;CARBOPLATINA;PFIZER;3004.90.99;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;SIM;NACIONAL;SP;;7891268105704;3;2,09%; R$ 165,33 ; R$ 165,33 ; R$ 165,33 ; R$ 165,33 ; R$ 165,33 ; R$ 165,33 ; R$ 165,33 ; R$ 165,33 ; R$ 165,33 ; R$ 165,33 ; R$ 165,33 ; R$ 165,33 ; R$ 165,33 ; R$ 165,33 ; R$ 165,33 ; R$ 199,19 ; R$ 200,40 ; R$ 201,62 ; R$ 206,66 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO - Indicado no tratamento do carcinoma avançado de ovário;;
01690;04/06/2018;4%;8,00%;PLATAMINE CS 450MG  FR.AMP.45ML;CARBOPLATINA;PFIZER;3004.90.99;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;SIM;NACIONAL;SP;;7891268105711;3;2,09%; R$ 324,87 ; R$ 324,87 ; R$ 354,66 ; R$ 324,87 ; R$ 324,87 ; R$ 324,13 ; R$ 324,87 ; R$ 324,87 ; R$ 324,87 ; R$ -   ; R$ -   ;; R$ -   ; R$ -   ; R$ 498,13 ; R$ 600,16 ; R$ 603,80 ; R$ 607,48 ; R$ 622,67 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO - Indicado no tratamento do carcinoma avançado de ovário;;
01703;31/07/2018;Fábrica;Fábrica;PLATAMINE CS 50MG  FR.AMP.5ML;CARBOPLATINA;PFIZER;3004.90.99;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;SIM;CONVENIO 118;SIM;IMPORTADO;SP;;7891268105728;3;2,09%; R$ 81,81 ; R$ 81,81 ; R$ 81,81 ; R$ 81,81 ; R$ 81,81 ; R$ 81,81 ; R$ 81,81 ; R$ 81,81 ; R$ 81,81 ; R$ 81,81 ; R$ 81,81 ; R$ 81,81 ; R$ 81,81 ; R$ 81,81 ; R$ 81,81 ; R$ 98,57 ; R$ 99,17 ; R$ 99,77 ; R$ 102,26 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;ANTINEOPLÁSICO - Indicado no tratamento do carcinoma avançado de ovário;;
;24/04/2018;;Fábrica;PRAXBIND 50 MG/ML SOL INJ CT 2 FA VD TRANS X 50 ML;IDARUCIZUMABE;BOEHRINGER;;;;;;REGIME NORMAL;;;SP;EM FASE DE CADASTRO;;;; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;;;;;; R$ -   ; R$ 9.755,78 ; R$ 9.821,56 ; R$ 9.888,24 ; R$ 10.164,28 ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   ;;;
04094;11/04/2018;3%;3,00%;PROGRAF 1MG CX C/ 100 CAP DURA (ASTELLAS);TACROLIMO;ASTELLAS;3004.90.78;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;SIM;IMPORTADO;SP;PODEMOS ATENDER TODO BRASIL, MARGEM 3%, POR CONTA DA VALIDADE 07/2018;7899337000714;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 183,48 ; R$ -   ; R$ 184,18 ; R$ 184,86 ; R$ 187,69 ; R$ 192,32 ; R$ 188,48 ; R$ 189,34 ; R$ 190,21 ; R$ 193,75 ; R$ -   ; R$ 932,75 ; R$ 939,27 ; R$ 945,87 ; R$ 973,26 ; R$ 1.012,56 ; R$ 1.243,29 ; R$ 1.251,68 ; R$ 1.260,19 ; R$ 1.295,43 ;IMUNOSSUPRESSOR  - Indic. transplante de rim ou fígado, a fim de evitar rejeição do órgão transplantado;;
04095;22/04/2018;4%;7,00%;PROGRAF 5MG CX C/ 50 CAP DURA (ASTELLAS);TACROLIMO;ASTELLAS;3004.90.78;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;SIM;IMPORTADO;SP;PODEMOS ATENDER TODO BRASIL;7899337000721;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 493,29 ; R$ -   ; R$ 495,64 ; R$ 498,00 ; R$ 507,73 ; R$ 501,49 ; R$ 490,53 ; R$ 492,76 ; R$ 495,00 ; R$ 504,22 ; R$ -   ; R$ 2.331,89 ; R$ 2.364,69 ; R$ 2.364,69 ; R$ 2.433,15 ; R$ 2.531,42 ; R$ 3.108,23 ; R$ 3.129,22 ; R$ 3.150,50 ; R$ 3.238,60 ;IMUNOSSUPRESSOR  - Indic. transplante de rim ou fígado, a fim de evitar rejeição do órgão transplantado;;
04093;22/04/2018;4%;8,00%;PROGRAF 5MG/ML SOL INJ C/ 10 AMP VD X 1ML (ASTELLAS);TACROLIMO;ASTELLAS;3004.90.78;POSITIVA;NÃO REFRIGERADO;NÃO CONTROLADO;NÃO;REGIME NORMAL;SIM;NACIONAL;SP;PODEMOS ATENDER TODO BRASIL;7899337000837;3;2,09%; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ 3.921,58 ; R$ -   ; R$ 3.940,25 ; R$ 3.959,12 ; R$ 4.036,38 ; R$ 3.986,78 ; R$ 3.899,65 ; R$ 3.917,38 ; R$ 3.935,27 ; R$ 4.008,49 ; R$ -   ; R$ 4.584,71 ; R$ 4.616,73 ; R$ 4.649,20 ; R$ 4.783,80 ; R$ 4.977,01 ; R$ 6.111,07 ; R$ 6.152,34 ; R$ 6.194,17 ; R$ 6.367,40 ;IMUNOSSUPRESSOR  - Indic. transplante de rim ou fígado, a fim de evitar rejeição do órgão transplantado;;
